date,service_type,region,provider,cpu_hours,storage_gb,data_transfer_gb,cost_usd,team,co2e_kg
08-05-2024,Storage,southeastasia,AWS,0.4837,750.0131,2.6719,3.7917,Engineering,0.0042686662
08-05-2024,Storage,westeurope,AWS,0.6844,705.3662,2.4021,1.917,Data,0.0039497124
08-05-2024,VM,eastus,Azure,12.2153,59.6766,4.9032,2.4489,QA,0.0074656132
09-05-2024,VM,eastus,AWS,12.8416,57.6207,5.4459,3.2276,DevOps,0.0081294614
09-05-2024,Storage,eastus,Azure,0.6244,862.0336,1.8671,1.4995,Engineering,0.0037160472
09-05-2024,Storage,southeastasia,Azure,0.4037,652.3834,2.1155,2.4968,Data,0.0035010068000000004
09-05-2024,Database,westeurope,AWS,5.2481,242.7978,5.4934,3.6806,Data,0.007028615600000001
09-05-2024,Storage,eastus,AWS,0.605,822.7194,2.1783,3.0468,Engineering,0.0039447388
10-05-2024,Storage,southeastasia,AWS,0.5158,847.8133,2.2623,2.1731,QA,0.0040610865999999995
10-05-2024,VM,eastus,AWS,4.331,51.0608,11.2373,2.0603,Engineering,0.012205621600000001
10-05-2024,Database,eastus,AWS,8.2465,258.0404,3.3885,1.9365,Data,0.0055538808
10-05-2024,Storage,southeastasia,Azure,0.4045,672.2001,1.1407,1.6461,Engineering,0.0025660002000000006
11-05-2024,Database,westeurope,Azure,2.7592,236.3648,1.7603,2.0584,QA,0.0027848696
11-05-2024,Database,eastus,Azure,5.319,176.6789,4.8382,2.4376,Engineering,0.0062553578
11-05-2024,Networking,eastus,AWS,0.4348,8.0929,14.1145,2.6844,Engineering,0.0142176458
11-05-2024,VM,eastus,Azure,8.123,41.7836,1.8862,2.8444,QA,0.0035943672000000003
12-05-2024,Storage,eastus,Azure,0.5248,804.6204,1.8644,3.1857,Engineering,0.0035786008
12-05-2024,VM,westeurope,Azure,8.8667,33.8331,2.9208,3.5616,Data,0.0047618062
12-05-2024,VM,eastus,Azure,12.3957,42.8685,3.5707,1.5253,DevOps,0.006135577
13-05-2024,Database,eastus,Azure,3.2071,203.3696,6.7193,2.1768,Data,0.0077674592
13-05-2024,VM,eastus,AWS,11.706,38.429,7.6145,2.1921,DevOps,0.010032558
13-05-2024,VM,southeastasia,AWS,8.0124,49.5411,7.7627,3.3954,QA,0.0094642622
13-05-2024,Database,eastus,AWS,7.4635,174.6092,4.1226,1.4616,DevOps,0.0059645184
13-05-2024,VM,westeurope,AWS,8.0737,64.5079,7.6162,2.9613,Data,0.0093599558
13-05-2024,Storage,eastus,Azure,0.6171,931.676,1.0606,3.6566,QA,0.003047372
14-05-2024,Database,eastus,AWS,5.7005,148.7848,5.4869,3.4406,QA,0.0069245696
14-05-2024,Networking,westeurope,Azure,1.9369,12.535,26.5316,3.8848,Engineering,0.026944050000000004
14-05-2024,VM,eastus,AWS,17.4705,48.2157,4.4937,2.648,QA,0.0080842314
14-05-2024,Networking,westeurope,Azure,1.6758,12.9314,41.2019,6.6544,DevOps,0.0415629228
14-05-2024,Networking,eastus,AWS,1.6035,11.0312,34.0271,3.8903,DevOps,0.0343698624
14-05-2024,VM,eastus,AWS,11.0763,49.4271,7.646,2.0171,DevOps,0.0099601142
15-05-2024,Storage,southeastasia,Azure,0.4236,860.538,1.0622,2.3552,Engineering,0.0028679960000000003
15-05-2024,Networking,eastus,Azure,1.4103,11.6099,25.0787,3.4294,Data,0.0253839798
15-05-2024,VM,westeurope,AWS,12.4929,66.4717,9.1832,3.4051,Engineering,0.0118147234
16-05-2024,Networking,southeastasia,AWS,1.9712,10.3244,35.1811,4.7408,Data,0.0355959888
16-05-2024,VM,eastus,Azure,12.7723,42.7193,9.9267,3.7645,DevOps,0.0125665986
16-05-2024,Networking,eastus,Azure,3.4483,9.1846,23.1411,3.0541,Engineering,0.023849129200000003
16-05-2024,VM,eastus,Azure,12.2364,51.2552,11.6535,3.4817,Engineering,0.014203290399999999
17-05-2024,Database,eastus,Azure,6.1151,176.6272,5.3049,3.0986,DevOps,0.0068811744000000005
17-05-2024,VM,westeurope,Azure,11.5828,59.0382,6.9382,4.1089,Engineering,0.0093728364
17-05-2024,VM,eastus,AWS,10.9765,42.0868,8.303,2.5307,Data,0.010582473600000001
17-05-2024,VM,eastus,AWS,10.2442,40.6973,8.7048,4.193,DevOps,0.010835034600000001
17-05-2024,Networking,eastus,AWS,1.9664,10.0665,14.2886,3.8324,Engineering,0.014702013
17-05-2024,Database,southeastasia,AWS,5.4054,194.931,2.4182,2.86,DevOps,0.0038891420000000004
18-05-2024,Storage,eastus,Azure,0.1855,819.3061,0.4464,2.5059,DevOps,0.0021221122
18-05-2024,Storage,eastus,AWS,0.5239,817.6822,1.1105,3.0381,Data,0.0028506444000000004
18-05-2024,Storage,eastus,AWS,0.14,746.0262,1.092,2.2924,Engineering,0.0026120524000000003
18-05-2024,Storage,eastus,AWS,0.4158,620.2624,1.3628,2.6892,Engineering,0.0026864847999999997
19-05-2024,Storage,southeastasia,Azure,0.2625,1006.2088,0.0,1.37,Data,0.0020649176
19-05-2024,Storage,eastus,AWS,0.1635,816.2406,1.5967,1.6857,Engineering,0.0032618812
19-05-2024,VM,eastus,Azure,9.138,42.7287,3.8063,2.9378,Data,0.0057193574
19-05-2024,Database,southeastasia,Azure,2.6888,187.8691,1.4706,3.2629,Engineering,0.0023840982
19-05-2024,Storage,southeastasia,Azure,0.1209,691.676,1.5682,2.775,Engineering,0.002975732
20-05-2024,Storage,eastus,Azure,0.2826,673.7024,2.4514,2.5363,Data,0.0038553248000000005
20-05-2024,Storage,eastus,Azure,0.5449,636.3749,2.2516,1.4592,DevOps,0.0036333298
20-05-2024,VM,westeurope,Azure,16.44,48.5796,9.6193,3.0377,QA,0.013004459200000002
20-05-2024,Database,southeastasia,Azure,5.7607,225.0746,6.568,2.3075,DevOps,0.0081702892
20-05-2024,VM,eastus,Azure,11.9861,52.7811,8.9365,3.1727,Engineering,0.011439282200000001
21-05-2024,Storage,southeastasia,Azure,0.5761,637.1677,2.1339,1.4629,Engineering,0.0035234554
21-05-2024,Database,southeastasia,Azure,5.6812,235.3685,5.8951,1.7121,Engineering,0.007502077
21-05-2024,Networking,westeurope,AWS,0.9882,11.7245,32.6692,3.5404,Engineering,0.032890288999999996
21-05-2024,VM,westeurope,Azure,15.284,37.1851,9.793,3.5954,Engineering,0.0129241702
22-05-2024,Networking,southeastasia,Azure,2.6993,8.3554,39.8512,6.1207,Engineering,0.0404077708
22-05-2024,Storage,eastus,AWS,0.6227,602.4891,2.6534,1.4076,Engineering,0.0039829182
22-05-2024,Networking,southeastasia,Azure,1.6506,9.8528,31.9883,3.5136,Data,0.032338125599999996
22-05-2024,Storage,eastus,Azure,0.582,882.832,2.3305,1.5347,Engineering,0.004212564
22-05-2024,Storage,eastus,Azure,0.3397,719.2053,1.6156,3.0974,QA,0.0031219506000000003
23-05-2024,VM,eastus,Azure,9.5845,58.0764,2.7928,3.7162,Data,0.0048258528000000005
23-05-2024,VM,eastus,AWS,8.4174,52.3571,7.5502,2.2879,Data,0.0093383942
23-05-2024,Database,eastus,Azure,6.9866,197.914,3.2195,1.7476,QA,0.005012648
23-05-2024,VM,eastus,AWS,15.1734,60.1894,7.15,2.2714,Engineering,0.010305058800000001
23-05-2024,VM,westeurope,AWS,10.5369,58.0575,9.1914,3.5703,Engineering,0.011414895000000001
24-05-2024,VM,eastus,AWS,18.2252,53.1716,1.3419,1.8878,Engineering,0.005093283200000001
24-05-2024,Storage,eastus,AWS,0.7431,758.5438,1.7176,3.4894,Engineering,0.0033833076000000005
24-05-2024,VM,eastus,Azure,10.9502,45.4123,0.9532,1.6906,DevOps,0.0032340646000000002
24-05-2024,VM,westeurope,AWS,13.9115,39.9635,10.5496,2.8264,Data,0.013411827
24-05-2024,VM,eastus,AWS,11.7801,54.8549,10.5069,2.802,Engineering,0.0129726298
24-05-2024,Storage,eastus,Azure,0.6024,818.9549,3.0385,2.0222,QA,0.0047968898
25-05-2024,Storage,westeurope,AWS,0.1956,728.4306,0.8205,1.821,QA,0.0023164812
25-05-2024,Networking,eastus,AWS,1.214,10.1563,4.3181,3.4201,Engineering,0.0045812126000000005
25-05-2024,Networking,eastus,AWS,1.0508,10.3142,6.1392,3.4328,Engineering,0.0063699884
25-05-2024,Storage,southeastasia,AWS,0.2038,865.6763,1.8184,1.5139,DevOps,0.0035905126
25-05-2024,VM,westeurope,Azure,3.0636,47.9184,7.0991,3.3137,Data,0.0078076568
25-05-2024,Storage,southeastasia,AWS,0.1545,1019.7947,0.56,3.1798,Data,0.0026304894000000003
26-05-2024,Storage,southeastasia,Azure,0.2163,912.7609,1.7457,2.2257,Engineering,0.0036144818000000004
26-05-2024,VM,westeurope,Azure,10.2546,30.3553,5.5235,3.3787,Data,0.007635130600000001
26-05-2024,VM,southeastasia,AWS,4.9169,41.3368,2.9922,1.9163,QA,0.0040582536
26-05-2024,Storage,eastus,Azure,0.2183,807.2309,0.8274,3.4831,Data,0.0024855218000000004
26-05-2024,Networking,westeurope,AWS,1.2651,11.0596,11.3987,3.8562,Engineering,0.0116738392
26-05-2024,VM,westeurope,Azure,9.267,46.1109,1.4176,3.445,Data,0.0033632218
27-05-2024,Storage,eastus,AWS,0.1242,690.7471,3.2643,3.2743,Engineering,0.0046706342
27-05-2024,VM,eastus,AWS,10.075,62.4901,5.9452,4.028,QA,0.0080851802
27-05-2024,Networking,eastus,Azure,2.0178,8.113,36.5844,5.6896,Engineering,0.037004186
27-05-2024,Networking,westeurope,Azure,1.8843,9.1354,43.2393,6.2008,QA,0.0436344308
28-05-2024,Networking,westeurope,AWS,1.6503,9.6943,35.8239,4.0699,Engineering,0.03617334860000001
28-05-2024,Networking,eastus,AWS,1.8633,11.5959,32.8035,5.7982,QA,0.0331993518
28-05-2024,Storage,eastus,AWS,0.3893,807.6624,1.317,1.3492,DevOps,0.0030101848000000002
28-05-2024,VM,westeurope,Azure,13.8124,45.8926,8.5272,4.3861,Engineering,0.011381465200000001
29-05-2024,VM,southeastasia,AWS,7.5643,67.9128,10.8422,3.5038,Engineering,0.0124908856
29-05-2024,VM,southeastasia,AWS,12.1129,47.9487,8.4768,3.9377,Engineering,0.010995277400000001
29-05-2024,VM,westeurope,AWS,13.5526,51.5795,6.8277,3.0626,Data,0.009641379
30-05-2024,VM,eastus,Azure,10.9246,53.3721,6.1945,3.2305,Data,0.0084861642
30-05-2024,Networking,westeurope,AWS,2.0974,10.4343,21.8923,4.915,Engineering,0.0223326486
30-05-2024,VM,westeurope,Azure,15.0598,54.1103,5.8808,1.7952,Data,0.0090009806
30-05-2024,Database,southeastasia,Azure,4.4393,172.1457,4.8163,1.3183,Engineering,0.0060484514
30-05-2024,Storage,southeastasia,Azure,0.4658,741.349,2.6645,3.3362,DevOps,0.004240358
30-05-2024,VM,eastus,AWS,9.7279,42.4344,7.6921,2.8249,Engineering,0.009722548800000001
31-05-2024,VM,westeurope,Azure,13.9368,50.1454,2.4312,3.5467,QA,0.0053188508
31-05-2024,Storage,eastus,AWS,0.5978,759.3044,2.7001,2.1871,DevOps,0.0043382687999999996
31-05-2024,Storage,westeurope,AWS,0.2387,779.569,1.8406,3.648,DevOps,0.003447478
01-06-2024,Networking,eastus,AWS,1.0001,11.1019,18.3221,2.9314,Engineering,0.0185443238
01-06-2024,VM,eastus,Azure,4.7003,45.6059,0.0,2.5881,Engineering,0.0010312718000000001
01-06-2024,VM,westeurope,AWS,7.1404,57.5099,1.6924,3.4024,Data,0.0032354998
01-06-2024,Database,westeurope,AWS,2.1482,216.8215,2.0796,1.429,DevOps,0.0029428830000000003
01-06-2024,VM,eastus,AWS,10.9939,61.8006,5.3395,2.3595,Engineering,0.007661881200000001
02-06-2024,Storage,eastus,Azure,0.2527,817.4382,1.0303,1.9817,DevOps,0.0027157164
02-06-2024,VM,eastus,AWS,11.6694,43.9522,4.1817,1.5153,DevOps,0.0066034844
02-06-2024,VM,eastus,Azure,6.7309,60.5265,2.0503,3.2438,Data,0.003517533
02-06-2024,Networking,eastus,AWS,1.0565,10.7965,16.3399,3.479,Data,0.016572793000000002
02-06-2024,Storage,eastus,AWS,0.2154,849.8661,0.8344,1.9899,Engineering,0.0025772122000000002
02-06-2024,VM,eastus,AWS,8.0062,51.4319,3.9128,1.4157,Data,0.0056169038
03-06-2024,VM,eastus,AWS,6.465,55.8919,8.1497,2.8344,Engineering,0.0095544838
03-06-2024,VM,eastus,AWS,17.3853,44.6315,7.4141,2.6781,Engineering,0.010980423000000001
03-06-2024,VM,eastus,AWS,12.1606,57.2871,10.0794,4.3514,QA,0.0126260942
03-06-2024,Storage,eastus,Azure,0.4038,840.1352,2.4052,1.9888,DevOps,0.0041662304
04-06-2024,Networking,southeastasia,AWS,1.4863,9.4401,35.8007,4.2766,Engineering,0.0361168402
04-06-2024,VM,eastus,Azure,14.7847,59.9906,3.5335,3.852,Engineering,0.006610421200000001
04-06-2024,Storage,eastus,AWS,0.6689,955.1294,2.9982,3.4265,DevOps,0.0050422388
04-06-2024,Storage,eastus,Azure,0.5382,791.0012,1.4855,1.7009,DevOps,0.0031751424000000003
04-06-2024,VM,eastus,AWS,16.6034,58.4178,6.8966,2.2636,Data,0.0103341156
04-06-2024,Database,eastus,Azure,6.8151,211.6751,5.0011,1.6829,DevOps,0.006787470200000001
05-06-2024,Database,southeastasia,Azure,7.8529,194.7819,7.0978,3.7888,DevOps,0.0090579438
05-06-2024,Storage,southeastasia,AWS,0.6996,679.26,0.739,1.4749,Engineering,0.00223744
05-06-2024,VM,westeurope,AWS,8.7691,57.7691,10.9086,2.8763,Engineering,0.012777958200000002
05-06-2024,VM,westeurope,AWS,15.0943,51.7646,5.1046,2.9834,Data,0.0082269892
05-06-2024,VM,eastus,Azure,11.8752,57.5098,5.8022,2.4918,DevOps,0.0082922596
05-06-2024,VM,westeurope,AWS,15.4189,58.5776,10.4443,3.125,Engineering,0.013645235200000001
06-06-2024,VM,eastus,AWS,9.3676,31.9659,8.7504,3.0335,QA,0.0106878518
06-06-2024,VM,westeurope,AWS,17.3474,36.5327,7.2078,2.628,Engineering,0.0107503454
06-06-2024,Storage,westeurope,Azure,0.4784,760.8005,2.0343,3.0637,Data,0.0036515810000000005
06-06-2024,VM,westeurope,AWS,12.8545,34.2144,12.9012,4.6669,Data,0.0155405288
06-06-2024,Networking,eastus,AWS,0.7642,7.4863,13.5643,2.1739,Engineering,0.013732112599999999
06-06-2024,Storage,southeastasia,Azure,0.6309,887.7201,2.3231,3.8396,Engineering,0.0042247202000000005
07-06-2024,Networking,eastus,Azure,2.0022,8.5524,33.2317,4.7009,DevOps,0.0336492448
07-06-2024,Storage,southeastasia,AWS,0.7165,545.959,2.2257,3.5538,QA,0.0034609179999999995
07-06-2024,Networking,westeurope,AWS,2.6709,11.5626,22.4137,3.175,Data,0.0229710052
08-06-2024,Storage,eastus,AWS,0.3816,707.3102,1.5337,2.6756,Data,0.0030246404
08-06-2024,Networking,southeastasia,Azure,1.3672,12.2171,6.0577,1.4355,Data,0.0063555742
08-06-2024,Storage,eastus,AWS,0.317,810.3716,0.7455,2.5516,DevOps,0.0024296431999999996
08-06-2024,Database,eastus,AWS,0.8689,178.8268,0.4121,0.8186,Data,0.0009435336000000001
08-06-2024,VM,eastus,Azure,12.3123,56.0477,2.5588,1.5026,QA,0.005133355400000001
09-06-2024,Networking,westeurope,AWS,1.2391,11.1954,27.5671,3.9486,DevOps,0.0278373108
09-06-2024,Storage,southeastasia,AWS,0.4571,796.5969,0.693,1.3595,Engineering,0.0023776138
09-06-2024,Networking,eastus,AWS,0.8142,9.689,23.2352,3.0007,Data,0.023417418000000002
09-06-2024,Storage,southeastasia,Azure,0.1404,913.821,0.0,2.0795,QA,0.0018557220000000002
10-06-2024,VM,westeurope,Azure,13.3846,38.1333,8.1205,4.0159,DevOps,0.0108736866
10-06-2024,Networking,southeastasia,AWS,2.3161,9.0659,26.1759,5.078,Engineering,0.0266572518
10-06-2024,Storage,southeastasia,Azure,0.6323,785.0857,1.8732,2.9741,Engineering,0.0035698314
11-06-2024,VM,westeurope,Azure,6.1991,55.2257,8.9779,3.3888,QA,0.0103281714
11-06-2024,Networking,eastus,Azure,2.0081,9.7333,12.0465,2.4245,DevOps,0.0124675866
11-06-2024,VM,eastus,AWS,12.703,57.1582,4.4346,3.2439,Data,0.007089516399999999
12-06-2024,VM,westeurope,Azure,16.9745,61.6535,3.2118,1.6658,Engineering,0.0067300070000000005
12-06-2024,VM,southeastasia,AWS,11.3981,52.7563,10.497,4.2366,DevOps,0.012882132599999999
12-06-2024,Database,westeurope,AWS,3.0674,175.9427,1.3175,1.0236,DevOps,0.0022828654
12-06-2024,VM,westeurope,AWS,15.0883,47.4733,5.9686,2.0916,Engineering,0.0090812066
12-06-2024,VM,southeastasia,Azure,14.777,37.1813,10.9514,4.2412,Data,0.0139811626
12-06-2024,Storage,eastus,AWS,0.4781,847.9181,2.2162,1.992,Data,0.0040076562
13-06-2024,Networking,westeurope,Azure,2.2521,7.9846,26.8752,3.7973,Data,0.0273415892
13-06-2024,Storage,westeurope,Azure,0.4743,731.3114,1.7544,3.2858,DevOps,0.0033118827999999998
13-06-2024,Storage,southeastasia,Azure,0.7011,1067.9833,1.4676,2.1242,Engineering,0.0037437866
13-06-2024,Storage,westeurope,AWS,0.4305,832.1524,0.963,3.0563,Data,0.0027134048
14-06-2024,Networking,southeastasia,AWS,1.991,8.5513,25.1528,3.4643,QA,0.0255681026
14-06-2024,Storage,eastus,AWS,0.5765,592.9191,0.8152,2.9217,Engineering,0.0021163382
14-06-2024,Database,westeurope,AWS,4.8764,232.7632,4.1781,1.9044,DevOps,0.0056189064
14-06-2024,VM,eastus,Azure,13.083,37.9162,13.0746,2.9167,Data,0.015767032400000002
15-06-2024,VM,westeurope,AWS,8.3255,57.8109,1.2133,1.5726,Data,0.0029940218
15-06-2024,Networking,southeastasia,AWS,1.1254,7.2671,7.1536,2.7285,Engineering,0.0073932142000000005
15-06-2024,VM,eastus,AWS,11.2693,46.389,0.6321,3.2615,Engineering,0.002978738
15-06-2024,Networking,eastus,AWS,1.1881,6.8046,1.9502,1.0639,Engineering,0.0022014292
15-06-2024,VM,eastus,Azure,6.253,68.1904,1.9982,3.2494,Engineering,0.0033851808
16-06-2024,Networking,eastus,Azure,0.8717,9.6095,1.4096,3.0097,Engineering,0.001603159
16-06-2024,VM,eastus,Azure,6.5384,51.3138,1.6833,3.1593,QA,0.0030936076
16-06-2024,Storage,southeastasia,Azure,0.3594,590.3725,0.6767,1.0344,Engineering,0.001929325
16-06-2024,Storage,southeastasia,Azure,0.2681,679.3376,0.4143,1.4704,QA,0.0018265952
16-06-2024,VM,eastus,Azure,6.1584,55.781,1.4708,2.0453,QA,0.002814042
17-06-2024,VM,eastus,AWS,13.2834,48.3469,5.4099,3.0424,Data,0.0081632738
17-06-2024,Storage,eastus,AWS,0.2502,971.8309,1.5134,1.6597,DevOps,0.0035071017999999997
17-06-2024,Networking,eastus,AWS,1.8194,9.4453,27.0486,3.2757,QA,0.0274313706
17-06-2024,Storage,westeurope,AWS,0.5723,862.904,1.2331,1.5494,Data,0.003073368
17-06-2024,VM,westeurope,Azure,12.7761,50.3999,6.3935,4.0667,Data,0.009049519800000001
18-06-2024,Database,eastus,AWS,6.075,240.5305,2.7312,1.6203,QA,0.004427261
18-06-2024,Database,southeastasia,AWS,5.4673,161.0109,8.2656,1.8091,Engineering,0.0096810818
18-06-2024,VM,southeastasia,Azure,8.626,39.4171,9.9276,4.1117,DevOps,0.0117316342
18-06-2024,Storage,eastus,Azure,0.5078,702.5042,1.4854,1.6458,QA,0.0029919684000000004
18-06-2024,Storage,southeastasia,AWS,0.3033,616.2158,2.6902,3.3689,Engineering,0.003983291599999999
18-06-2024,Storage,eastus,AWS,0.6098,707.5609,1.6195,2.3812,DevOps,0.0031565817999999997
19-06-2024,VM,southeastasia,AWS,8.8618,65.9077,7.4523,2.9233,DevOps,0.009356475400000001
19-06-2024,Storage,southeastasia,Azure,0.5172,969.0706,3.2017,3.703,Data,0.0052432812
19-06-2024,Storage,westeurope,Azure,0.4745,902.2659,1.6164,2.3029,Engineering,0.0035158318
19-06-2024,Database,eastus,AWS,4.1469,245.6968,6.1698,2.7707,QA,0.007490573600000001
20-06-2024,Storage,southeastasia,AWS,0.6443,1039.9088,2.684,1.6686,Engineering,0.004892677600000001
20-06-2024,Storage,westeurope,Azure,0.4214,766.6984,1.3782,3.6011,Data,0.0029958768
20-06-2024,Storage,eastus,Azure,0.4746,914.8681,1.6503,3.5406,Data,0.0035749562000000003
20-06-2024,Networking,eastus,Azure,1.8133,9.2497,28.4713,4.2735,DevOps,0.028852459400000002
21-06-2024,Storage,southeastasia,Azure,0.7046,694.4243,1.1243,2.4398,Data,0.0026540686
21-06-2024,VM,southeastasia,Azure,17.2208,44.6667,5.7486,2.0673,QA,0.0092820934
21-06-2024,Storage,westeurope,Azure,0.4741,751.7492,1.337,2.1034,Engineering,0.0029353184000000003
21-06-2024,VM,westeurope,AWS,7.9415,41.4249,10.5271,1.9611,DevOps,0.012198249800000002
21-06-2024,Networking,eastus,Azure,1.9617,11.9928,20.673,2.863,DevOps,0.0210893256
22-06-2024,Storage,westeurope,Azure,0.2475,813.2868,1.265,3.1662,Engineering,0.0029410736
22-06-2024,VM,eastus,AWS,5.9472,44.4054,2.4123,1.6628,Engineering,0.0036905508
22-06-2024,Networking,eastus,AWS,1.0084,10.8126,13.0232,3.5979,Data,0.013246505199999998
22-06-2024,Storage,southeastasia,Azure,0.2194,780.7497,2.5005,1.4343,DevOps,0.0041058794
22-06-2024,Database,eastus,AWS,4.571,151.1634,0.4964,2.9703,DevOps,0.0017129267999999999
22-06-2024,VM,eastus,AWS,13.6069,46.3103,7.1873,3.4506,DevOps,0.0100013006
23-06-2024,Storage,eastus,AWS,0.275,1060.8452,0.0,2.3365,QA,0.0021766904
23-06-2024,Storage,eastus,AWS,0.2021,1051.6892,0.3424,1.9525,Data,0.0024861984000000004
23-06-2024,Database,westeurope,AWS,1.2172,194.7599,2.5379,1.5807,Engineering,0.0031708598
24-06-2024,Storage,eastus,Azure,0.6483,984.8389,1.6681,1.6636,Engineering,0.0037674378000000005
24-06-2024,Database,westeurope,AWS,5.6191,234.8104,5.4797,1.5521,Engineering,0.007073140800000001
24-06-2024,VM,southeastasia,AWS,12.3402,53.4425,7.5483,1.8831,Engineering,0.010123225
24-06-2024,VM,southeastasia,AWS,11.6892,48.7326,9.8448,2.4627,DevOps,0.012280105199999999
24-06-2024,Storage,southeastasia,Azure,0.5824,1011.9814,2.6232,2.565,Engineering,0.0047636428000000005
24-06-2024,Storage,eastus,AWS,0.5116,789.8169,2.1043,2.4716,Engineering,0.0037862538
25-06-2024,VM,westeurope,Azure,18.3234,43.8618,8.0263,2.901,QA,0.011778703600000003
25-06-2024,Networking,eastus,AWS,2.1341,13.9765,40.3201,4.9613,DevOps,0.040774872999999996
25-06-2024,Networking,eastus,Azure,1.5493,13.0729,19.788,3.9258,Data,0.0201240058
26-06-2024,Storage,eastus,AWS,0.4657,904.782,1.7654,2.5651,Data,0.003668104
26-06-2024,Database,westeurope,AWS,6.3632,185.371,2.8456,3.1539,Data,0.004488982000000001
26-06-2024,Networking,eastus,Azure,2.0192,6.4176,40.6192,5.4736,Data,0.0410358752
26-06-2024,Storage,eastus,Azure,0.7588,843.1687,1.7008,3.667,Data,0.0035388974
26-06-2024,Database,eastus,AWS,5.1351,177.8612,2.4253,3.0878,Data,0.0038080424000000003
27-06-2024,Database,southeastasia,AWS,3.9425,191.8569,5.2892,1.5809,QA,0.0064614137999999995
27-06-2024,VM,eastus,AWS,16.5971,32.7104,8.3509,3.497,QA,0.0117357408
27-06-2024,VM,westeurope,AWS,15.3894,54.5451,7.1921,2.8474,DevOps,0.0103790702
27-06-2024,VM,westeurope,AWS,12.1924,47.7005,10.1598,2.1762,DevOps,0.012693681
27-06-2024,Storage,westeurope,AWS,0.5675,947.5242,1.8677,3.7453,Engineering,0.0038762484
27-06-2024,Storage,eastus,AWS,0.4175,929.8595,1.786,2.2106,QA,0.003729219
28-06-2024,VM,eastus,AWS,15.7187,39.7394,5.3445,4.1758,Data,0.0085677188
28-06-2024,Storage,eastus,AWS,0.4282,766.2649,2.3476,2.7451,QA,0.0039657698
28-06-2024,VM,eastus,Azure,16.2361,73.1742,8.6725,2.8247,Engineering,0.0120660684
28-06-2024,Database,southeastasia,Azure,5.9732,170.708,4.9321,2.2718,Engineering,0.006468156
28-06-2024,Storage,eastus,AWS,0.3459,915.9853,1.5942,1.4404,Engineering,0.0034953506
29-06-2024,Storage,westeurope,AWS,0.183,831.5618,1.4834,1.8612,Engineering,0.0031831235999999997
29-06-2024,Storage,eastus,AWS,0.2509,897.6089,1.7334,1.9471,DevOps,0.0035787978
29-06-2024,VM,westeurope,Azure,11.0687,50.2664,1.7562,1.5484,Engineering,0.0040704728
29-06-2024,VM,westeurope,Azure,1.5959,65.0716,5.8755,1.1891,DevOps,0.0063248231999999995
30-06-2024,Storage,eastus,Azure,0.3474,883.4453,2.1476,3.5113,QA,0.003983970600000001
30-06-2024,Storage,eastus,AWS,0.0283,932.3861,1.8652,1.6328,Data,0.0037356322
30-06-2024,Storage,eastus,AWS,0.4948,595.3237,0.915,1.4995,Data,0.0022046074
30-06-2024,Database,westeurope,Azure,2.3356,182.0932,0.0,2.3764,Engineering,0.0008313064
30-06-2024,VM,southeastasia,AWS,8.1409,54.9953,5.6143,2.4495,Engineering,0.0073524706
30-06-2024,VM,eastus,Azure,12.5121,52.6876,1.1283,2.303,QA,0.0037360952
01-07-2024,VM,westeurope,AWS,10.754,55.6364,7.5093,3.2753,DevOps,0.0097713728
01-07-2024,Storage,eastus,Azure,0.4796,955.8437,3.5586,3.4117,Engineering,0.0055662074
01-07-2024,VM,southeastasia,Azure,11.1658,40.3383,8.9145,3.1703,Engineering,0.0112283366
01-07-2024,Database,eastus,AWS,6.5293,191.9412,7.2506,3.4971,QA,0.0089403424
01-07-2024,Database,westeurope,Azure,6.5247,189.5629,5.1809,2.5714,DevOps,0.006864965800000001
02-07-2024,Storage,southeastasia,Azure,0.4883,633.0927,1.7106,1.8055,Data,0.0030744454
02-07-2024,Storage,eastus,Azure,0.3251,617.5656,2.2706,2.7288,Engineering,0.0035707511999999997
02-07-2024,VM,southeastasia,AWS,15.0202,31.2661,8.7512,3.2755,QA,0.011817772200000002
02-07-2024,Networking,eastus,Azure,1.5531,9.4181,28.4148,4.1482,Data,0.028744256200000002
03-07-2024,Database,southeastasia,Azure,1.6507,173.1817,5.7864,1.9121,QA,0.006462903400000001
03-07-2024,VM,westeurope,AWS,11.6557,54.0951,9.1615,2.6161,QA,0.011600830200000002
03-07-2024,Networking,eastus,Azure,2.0033,10.2382,38.9219,4.5718,Engineering,0.0393430364
04-07-2024,Database,eastus,AWS,5.1501,225.3752,6.1194,1.6117,Data,0.0076001704
04-07-2024,VM,westeurope,Azure,9.9655,59.2028,4.2066,2.8658,DevOps,0.0063181056
04-07-2024,Storage,westeurope,AWS,0.4635,751.5494,2.744,3.0986,Engineering,0.004339798800000001
04-07-2024,Networking,eastus,AWS,2.0004,10.2049,30.2285,3.7415,Engineering,0.030648989800000002
04-07-2024,VM,westeurope,AWS,12.7709,50.8819,12.1626,3.4088,DevOps,0.0148185438
04-07-2024,Storage,eastus,AWS,0.3781,964.1695,2.0755,3.2829,Data,0.0040794590000000006
05-07-2024,Storage,eastus,AWS,0.6251,742.9117,2.5682,1.5659,Engineering,0.0041790434000000005
05-07-2024,Database,westeurope,Azure,4.6279,157.7847,4.3283,3.564,Engineering,0.005569449399999999
05-07-2024,Storage,westeurope,Azure,0.6182,941.9356,1.9409,2.3838,Engineering,0.0039484112
